Timestamp,Index,Update,Sign,Entry Type,Price,Volume,Level
10400370604b,03418,20,20,20,2020202020,20200000,05
10400370604c,03418,20,20,20,2020202020,20200000,05
10400370604d,03418,20,20,20,2020202020,20200000,05
10400370604e,03418,20,20,20,2020202020,20200000,05
10400370604f,03418,20,20,20,2020202020,20200000,05
104003706050,03418,20,20,20,2020202020,20200000,05
104003706051,03418,20,20,20,2020202020,20200000,05
104003706052,03418,20,20,20,2020202020,20200000,05
104003706053,03418,20,20,20,2020202020,20200000,05
104003706054,03418,20,20,20,2020202020,20200000,05
104003706055,03418,20,20,20,2020202020,20200000,05
104003706056,03418,20,20,20,2020202020,20200000,05
104003706057,03418,20,20,20,2020202020,20200000,05
104003706058,03418,20,20,20,2020202020,20200000,05
104003706059,03418,20,20,20,2020202020,20200000,05
10400370605a,03418,20,20,20,2020202020,20200000,05
10400370605b,03418,20,20,20,2020202020,20200000,05
10400370605c,03418,20,20,20,2020202020,20200000,05
10400370605d,03418,20,20,20,2020202020,20200000,05
10400370605e,03418,20,20,20,2020202020,20200000,05
10400370605f,03418,20,20,20,2020202020,20200000,05
104003706060,03418,20,20,20,2020202020,20200000,05
104003706061,03418,20,20,20,2020202020,20200000,05
104003706062,03418,20,20,20,2020202020,20200000,05
104003706063,03418,20,20,20,2020202020,20200000,05
104003706064,03418,20,20,20,2020202020,20200000,05
104003706065,03418,20,20,20,2020202020,20200000,05
104003706066,03418,20,20,20,2020202020,20200000,05
104003706067,03418,20,20,20,2020202020,20200000,05
104003706068,03418,20,20,20,2020202020,20200000,05
104003706069,03418,20,20,20,2020202020,20200000,05
10400370606a,03418,20,20,20,2020202020,20200000,05
10400370606b,03418,20,20,20,2020202020,20200000,05
10400370606c,03418,20,20,20,2020202020,20200000,05
10400370606d,03418,20,20,20,2020202020,20200000,05
10400370606e,03418,20,20,20,2020202020,20200000,05
10400370606f,03418,20,20,20,2020202020,20200000,05
104003706070,03418,20,20,20,2020202020,20200000,05
104003706071,03418,20,20,20,2020202020,20200000,05
104003706072,03418,20,20,20,2020202020,20200000,05
104003706073,03418,20,20,20,2020202020,20200000,05
104003706074,03418,20,20,20,2020202020,20200000,05
104003706075,03418,20,20,20,2020202020,20200000,05
104003706076,03418,20,20,20,2020202020,20200000,05
104003706077,03418,20,20,20,2020202020,20200000,05
104003706078,03418,20,20,20,2020202020,20200000,05
104003706079,03418,20,20,20,2020202020,20200000,05
10400370607a,03418,20,20,20,2020202020,20200000,05
10400370607b,03418,20,20,20,2020202020,20200000,05
10400370607c,03418,20,20,20,2020202020,20200000,05
10400370607d,03418,20,20,20,2020202020,20200000,05
10400370607e,03418,20,20,20,2020202020,20200000,05
10400370607f,03418,20,20,20,2020202020,20200000,05
104003706080,03418,20,20,20,2020202020,20200000,05
